runtime: 6.76
runtime: 0.00
(32, 32)  3   db2 error 6.161e-11 True
         1033043 function calls (1021110 primitive calls) in 15.470 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 selector_events.py:603(_SelectorTransport)
        1    0.000    0.000    0.000    0.000 parametrize.py:56(ParametrizationList)
        1    0.000    0.000    0.000    0.000 afm.py:358(AFM)
        1    0.000    0.000    0.000    0.000 exceptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 adadelta.py:7(Adadelta)
        1    0.000    0.000    0.000    0.000 scale.py:560(LogitScale)
       17    0.000    0.000    0.000    0.000 cycler.py:145(change_key)
        3    0.000    0.000    0.000    0.000 dataclasses.py:996(dataclass)
        1    0.000    0.000    0.000    0.000 pathlib.py:136(<setcomp>)
        3    0.000    0.000    0.000    0.000 dataclasses.py:530(<listcomp>)
        1    0.000    0.000    0.000    0.000 ImagePalette.py:24(ImagePalette)
        2    0.000    0.000    0.000    0.000 _pyio.py:823(close)
        1    0.000    0.000    0.000    0.000 tz.py:41(tzutc)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        1    0.000    0.000    0.000    0.000 rnn.py:271(LSTM)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1156(_get_parent_path)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1052(TimerBase)
        1    0.000    0.000    0.000    0.000 _pyio.py:1471(FileIO)
        1    0.000    0.000    0.000    0.000 fontconfig_pattern.py:27(FontconfigPatternParser)
        1    0.000    0.000    0.000    0.000 __init__.py:123(script_if_tracing)
        1    0.000    0.000    0.000    0.000 _mangling.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rprop.py:5(Rprop)
        1    0.000    0.000    0.000    0.000 _wavelab_signals.py:2(<module>)
        3    0.000    0.000    0.000    0.000 dataclasses.py:861(<listcomp>)
        1    0.000    0.000    0.000    0.000 sampler.py:150(WeightedRandomSampler)
        1    0.000    0.000    0.000    0.000 _namedtensor_internals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mathtext.py:966(StixFonts)
        1    0.000    0.000    0.000    0.000 blocking_input.py:101(BlockingMouseInput)
        1    0.000    0.000    0.000    0.000 coroutines.py:18(_is_debug_mode)
        1    0.000    0.000    0.000    0.000 pooling.py:322(MaxUnpool2d)
        1    0.000    0.000    0.000    0.000 _lobpcg.py:648(LOBPCG)
        1    0.000    0.000    0.000    0.000 numeric.py:2084(identity)
        1    0.000    0.000    0.000    0.000 figure.py:47(_AxesStack)
        1    0.000    0.000    0.000    0.000 subprocess.py:1706(_handle_exitstatus)
       16    0.000    0.000    0.000    0.000 _dtype.py:24(_kind_name)
        1    0.000    0.000    0.000    0.000 data_parallel.py:40(DataParallel)
        1    0.000    0.000    0.000    0.000 __init__.py:555(__init__)
        1    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedRandom' objects}
        1    0.000    0.000    0.000    0.000 _factories.py:56(__init__)
        1    0.000    0.000    0.000    0.000 settings.py:8(<module>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:288(conditionAsParseAction)
        1    0.000    0.000    0.000    0.000 rmsprop.py:5(RMSprop)
        1    0.000    0.000    0.000    0.000 normalization.py:13(LocalResponseNorm)
        1    0.000    0.000    0.000    0.000 axis.py:29(<listcomp>)
        4    0.000    0.000    0.000    0.000 pyparsing.py:2367(__invert__)
        4    0.000    0.000    0.000    0.000 __init__.py:798(__init__)
        1    0.000    0.000    0.000    0.000 subprocess.py:116(Process)
        5    0.000    0.000    0.000    0.000 __init__.py:17(is_available)
        1    0.000    0.000    0.000    0.000 tz.py:1470(__get_gettz)
        1    0.000    0.000    0.000    0.000 log_normal.py:7(LogNormal)
        8    0.000    0.000    0.000    0.000 _pep440.py:301(<genexpr>)
        1    0.000    0.000    0.000    0.000 ticker.py:232(Formatter)
        1    0.000    0.000    0.000    0.000 sgd.py:6(SGD)
        1    0.000    0.000    0.000    0.000 ast.py:62(_raise_malformed_node)
        4    0.000    0.000    0.000    0.000 pyparsing.py:3606(parseImpl)
        6    0.000    0.000    0.000    0.000 docstring.py:33(__init__)
        1    0.000    0.000    0.000    0.000 _trace.py:1107(_script_if_tracing)
        1    0.000    0.000    0.000    0.000 queue.py:27(Queue)
       16    0.000    0.000    0.000    0.000 typing.py:889(<genexpr>)
        1    0.000    0.000    0.000    0.000 widgets.py:1303(MultiCursor)
        1    0.000    0.000    0.000    0.000 beta.py:10(Beta)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2772(_Mode)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:169(LambdaLR)
        1    0.000    0.000    0.000    0.000 _formsubplottool.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _ops.py:71(__init__)
        1    0.000    0.000    0.000    0.000 dirichlet.py:15(_Dirichlet)
        2    0.000    0.000    0.000    0.000 core.py:6532(__setattr__)
        1    0.000    0.000    0.000    0.000 polar.py:17(PolarTransform)
        2    0.000    0.000    0.000    0.000 arrayprint.py:1546(set_string_function)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1254(XMLPullParser)
        1    0.000    0.000    0.000    0.000 rmsprop.py:6(RMSprop)
        1    0.000    0.000    0.000    0.000 pooling.py:541(AvgPool2d)
        8    0.000    0.000    0.000    0.000 getlimits.py:90(_register_type)
        1    0.000    0.000    0.000    0.000 scale.py:541(LogisticTransform)
        1    0.000    0.000    0.000    0.000 dataset.py:295(Subset)
        1    0.000    0.000    0.000    0.000 transforms.py:1827(Affine2D)
        1    0.000    0.000    0.000    0.000 annotations.py:39(EvalEnv)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
        1    0.000    0.000    0.000    0.000 profiler.py:809(FormattedTimesMixin)
        3    0.000    0.000    0.000    0.000 _six.py:34(metaclass)
        1    0.000    0.000    0.000    0.000 __init__.py:29(cuFFTPlanCache)
        2    0.000    0.000    0.000    0.000 weakref.py:323(__new__)
        1    0.000    0.000    0.000    0.000 request.py:2142(FancyURLopener)
        1    0.000    0.000    0.000    0.000 _builtins.py:115(_gen_torch_functional_registered_ops)
        1    0.000    0.000    0.000    0.000 loss.py:531(BCELoss)
        1    0.000    0.000    0.000    0.000 bz2.py:30(BZ2File)
        1    0.000    0.000    0.000    0.000 internal.py:22(RPCExecMode)
        6    0.000    0.000    0.000    0.000 typing.py:610(__repr__)
        1    0.000    0.000    0.000    0.000 mathtext.py:219(MathtextBackendPs)
        3    0.000    0.000    0.000    0.000 rcsetup.py:990(validate_hist_bins)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6716(unicode_set)
        1    0.000    0.000    0.000    0.000 reduction.py:33(ForkingPickler)
        1    0.000    0.000    0.000    0.000 core.py:3124(view)
        1    0.000    0.000    0.000    0.000 base_events.py:205(_SendfileFallbackProtocol)
        1    0.000    0.000    0.000    0.000 glob_group.py:7(GlobGroup)
        1    0.000    0.000    0.000    0.000 half_cauchy.py:11(HalfCauchy)
        1    0.000    0.000    0.000    0.000 distributed_c10d.py:74(Backend)
        1    0.000    0.000    0.000    0.000 dates.py:1475(YearLocator)
        1    0.000    0.000    0.000    0.000 triangulation.py:4(Triangulation)
        1    0.000    0.000    0.000    0.000 numbers.py:267(Rational)
        1    0.000    0.000    0.000    0.000 __init__.py:328(StreamContext)
        1    0.000    0.000    0.000    0.000 lkj_cholesky.py:18(LKJCholesky)
        1    0.000    0.000    0.000    0.000 adadelta.py:5(Adadelta)
        3    0.000    0.000    0.000    0.000 index_tricks.py:310(__init__)
        1    0.000    0.000    0.000    0.000 activation.py:15(Threshold)
        2    0.000    0.000    0.000    0.000 backend_registry.py:68(<dictcomp>)
        1    0.000    0.000    0.000    0.000 ElementTree.py:540(ElementTree)
       16    0.000    0.000    0.000    0.000 _inspect.py:143(<lambda>)
        1    0.000    0.000    0.001    0.001 __init__.py:441(StrFormatStyle)
        1    0.000    0.000    0.000    0.000 streams.py:14(Stream)
        1    0.000    0.000    0.000    0.000 unix_events.py:47(_UnixSelectorEventLoop)
        5    0.000    0.000    0.000    0.000 {method 'count' of 'list' objects}
        1    0.000    0.000    0.000    0.000 rnn.py:853(RNNCellBase)
        1    0.000    0.000    0.000    0.000 pooling.py:774(FractionalMaxPool3d)
        1    0.000    0.000    0.000    0.000 profiler.py:14(ProfilerAction)
       15    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        2    0.000    0.000    0.000    0.000 datetime.py:819(__new__)
        1    0.000    0.000    0.000    0.000 pathlib.py:524(__init__)
        7    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 version.py:10(<module>)
        1    0.000    0.000    0.000    0.000 _policybase.py:271(Compat32)
        1    0.000    0.000    0.000    0.000 ImageFile.py:585(PyDecoder)
        8    0.000    0.000    0.000    0.000 animation.py:106(register)
        1    0.000    0.000    0.000    0.000 sparse_adam.py:6(SparseAdam)
        2    0.000    0.000    0.000    0.000 genericpath.py:39(isdir)
        1    0.000    0.000    0.000    0.000 conv.py:61(Conv3d)
       10    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
        1    0.000    0.000    0.000    0.000 ticker.py:1413(EngFormatter)
        1    0.000    0.000    0.000    0.000 kumaraswamy.py:18(Kumaraswamy)
        1    0.000    0.000    0.000    0.000 __init__.py:1405(setLevel)
        1    0.000    0.000    0.000    0.000 __init__.py:444(LibraryLoader)
        1    0.000    0.000    0.000    0.000 _common.py:267(tzrangebase)
        1    0.000    0.000    0.000    0.000 transforms.py:1203(Transform)
        1    0.000    0.000    0.000    0.000 lock.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sampler.py:193(BatchSampler)
        1    0.000    0.000    0.000    0.000 core.py:170(iter_user_libraries)
        4    0.000    0.000    0.000    0.000 _pyio.py:395(close)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:232(LinearTriInterpolator)
        1    0.000    0.000    0.000    0.000 mathtext.py:261(MathtextBackendPdf)
        1    0.000    0.000    0.000    0.000 conv.py:540(_ConvTransposeNd)
        1    0.000    0.000    0.000    0.000 _base.py:174(_process_plot_var_args)
        1    0.000    0.000    0.000    0.000 {built-in method time.localtime}
        1    0.000    0.000    0.000    0.000 rrule.py:1305(rruleset)
        1    0.000    0.000    0.000    0.000 callable.py:85(CollateIterDataPipe)
        1    0.000    0.000    0.000    0.000 memmap.py:22(memmap)
        1    0.000    0.000    0.000    0.000 stackplot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1347(_fixupChildren)
        1    0.000    0.000    0.000    0.000 spawn.py:35(ProcessExitedException)
        1    0.000    0.000    0.000    0.000 rnn.py:118(_LSTMSingleLayer)
        1    0.000    0.000    0.000    0.000 normalization.py:40(GroupNorm)
        3    0.000    0.000    0.000    0.000 _utils.py:467(_get_device_index)
        1    0.000    0.000    0.000    0.000 typing.py:1937(BinaryIO)
        1    0.000    0.000    0.000    0.000 tz.py:1545(__init__)
        1    0.000    0.000    0.000    0.000 observer.py:304(MinMaxObserver)
        1    0.000    0.000    0.000    0.000 reductions.py:42(__init__)
        1    0.000    0.000    0.000    0.000 package_exporter.py:52(PackagingErrorReason)
       15    0.000    0.000    0.000    0.000 _inspect.py:142(<lambda>)
        1    0.000    0.000    0.000    0.000 selector_events.py:747(_SelectorSocketTransport)
        1    0.000    0.000    0.000    0.000 zipfile.py:1114(_ZipWriteFile)
        1    0.000    0.000    0.000    0.000 loss.py:1025(CrossEntropyLoss)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:238(iTXt)
        2    0.000    0.000    0.000    0.000 _pyio.py:1755(seekable)
        6    0.000    0.000    0.000    0.000 profiler.py:805(attr_formatter)
        1    0.000    0.000    0.000    0.000 conv.py:1094(_LazyConvXdMixin)
        1    0.000    0.000    0.000    0.000 typing.py:1561(SupportsIndex)
        1    0.000    0.000    0.000    0.000 streams.py:310(StreamWriter)
        1    0.000    0.000    0.000    0.000 transforms.py:80(TransformNode)
        1    0.000    0.000    0.000    0.000 activation.py:109(RReLU)
        1    0.000    0.000    0.000    0.000 rnn.py:815(RNNCell)
        1    0.000    0.000    0.000    0.000 backend_qt5.py:521(FigureManagerQT)
        1    0.000    0.000    0.000    0.000 triplot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 widgets.py:1417(_SelectorWidget)
        1    0.000    0.000    0.000    0.000 geo.py:416(LambertAxes)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1577(addCondition)
        1    0.000    0.000    0.000    0.000 _pyio.py:1025(BufferedReader)
        1    0.000    0.000    0.000    0.000 ticker.py:2084(MaxNLocator)
        1    0.000    0.000    0.000    0.000 rnn.py:984(LSTMCell)
        1    0.000    0.000    0.000    0.000 pooling.py:710(FractionalMaxPool2d)
        1    0.000    0.000    0.000    0.000 matmul_transform_2d.py:291(MatrixWavedec2d)
        1    0.000    0.000    0.000    0.000 backend_tools.py:992(ToolHelpBase)
        5    0.000    0.000    0.000    0.000 dataclasses.py:351(<listcomp>)
        1    0.000    0.000    0.000    0.000 conv_fused.py:22(_ConvBnNd)
        1    0.000    0.000    0.000    0.000 __init__.py:1047(__init__)
        1    0.000    0.000    0.000    0.000 queues.py:21(Queue)
        1    0.000    0.000    0.000    0.000 linear.py:35(Linear)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:529(ReduceLROnPlateau)
        1    0.000    0.000    0.000    0.000 pixelshuffle.py:59(PixelUnshuffle)
        1    0.000    0.000    0.000    0.000 loss.py:228(PoissonNLLLoss)
        1    0.000    0.000    0.000    0.000 adamax.py:6(Adamax)
       14    0.000    0.000    0.000    0.000 _common.py:9(__init__)
        3    0.000    0.000    0.000    0.000 _pyio.py:818(flush)
        1    0.000    0.000    0.000    0.000 art3d.py:293(Patch3D)
        5    0.000    0.000    0.000    0.000 __init__.py:27(__init__)
        1    0.000    0.000    0.000    0.000 package_exporter.py:40(_ModuleProviderAction)
        1    0.000    0.000    0.000    0.000 tz.py:132(tzoffset)
        4    0.000    0.000    0.000    0.000 dataclasses.py:595(_is_classvar)
        1    0.000    0.000    0.000    0.000 tempfile.py:768(TemporaryDirectory)
        1    0.000    0.000    0.000    0.000 subprocess.py:136(TimeoutExpired)
        1    0.000    0.000    0.000    0.000 rnn.py:647(RNNCellBase)
        1    0.000    0.000    0.000    0.000 calendar.py:293(TextCalendar)
        1    0.000    0.000    0.000    0.000 pooling.py:619(AvgPool3d)
        1    0.000    0.000    0.000    0.000 records.py:233(record)
        1    0.000    0.000    0.000    0.000 rnn.py:896(RNNCell)
